member_id,member
3647,Tom Dugan
3648,Tom McGuire
3649,Walter Percival
3650,Guy D'Ennery
3651,Jere Delaney
3652,Cleve Moore
3653,Arthur Lake
3654,Richard Jarvis
3655,Jack Stoney
3656,Dan Dowling
3657,Dick Grace
3658,Stuart Knox
3659,Jack Ponder
3660,Harlan Hilton
3661,Gusztáv Pártos
3662,Andy Devine
3663,André Bacqué
3664,George Seroff
3665,Annabella
3666,Julius Molnar
3667,Zimbo the Dog
3668,Delmo Fritz
3669,Deno Fritz
3670,Ernest Hilliard
3671,Gardner James
3672,Helen Foster
3673,Luke Cosgrave
3674,Billy Platt
3675,Constance Howard
3676,Pat Somerset
3677,Vondell Darr
3678,Eve Gray
3679,Georges Tréville
3680,Marcel Vibert
3681,Blanche Bernis
3682,Ellen Pollock
3683,Albert Pollet
3684,Richard Alexander
3685,Anita Page
3686,Edward J. Nugent
3687,Maria Falconetti
3688,Eugene Silvain
3689,André Berley
3690,Jean d'Yd
3691,Armand Lurville
3692,Jacques Arnna
3693,Alexandre Mihalesco
3694,Orville Caldwell
3695,Dell Henderson
3696,Valéry Inkijinoff
3697,I. Dedintsev
3698,Fyodor Ivanov
3699,V. Pro
3700,Karl Gurnyak
3701,Bilinskaya
3702,I. Inkizhinov
3703,Philo McCullough
3704,Frank Fanning
3705,G. Pat Collins
3706,Henry Sedley
3707,Richard 'Skeets' Gallagher
3708,John Darrow
3709,Boris Charsky
3710,Demetrius Alexis
3711,David Rollins
3712,James Murray
3713,House Peters
3714,Sven Hugo Borg
3715,Lloyd Hamilton
3716,Blanche Friderici
3717,Florence Midgley
3718,Sofia Ortega
3719,Will Stanton
3720,Raoul Walsh
3721,Charu Roy
3722,Enakashi Rama Rao
3723,Maya Devi
3724,Profulla Kumar
3725,Paul Ralli
3726,Reed Howes
3727,Davey Lee
3728,Agnes Franey
3729,The Yacht Club Boys
3730,Coy Watson
3731,Paul Nicholson
3732,Ann Christy
3733,Byron Douglas
3734,King Tut the Dog
3735,Gerda Maurus
3736,Lien Deyers
3737,Craighall Sherry
3738,Willy Fritsch
3739,Paul Hörbiger
3740,Lupu Pick
3741,Marion Byron
3742,Guido Trento
3743,Alberto Rabagliati
3744,Boris de Fast
3745,Ullrich Haupt
3746,Jack Manick
3747,Serge Temoff
3748,Carl Gerard
3749,Syd Crossley
3750,Georges Pomiès
3751,Jean Storm
3752,Paul Velsa
3753,Louis Zellas
3754,Manuel Raaby
3755,Roland Caillaux
3756,André Cerf
3757,Maryanne
3758,Kinny Dorlay
3759,Esther Kiss
3760,Breugnot
3761,Johnny Downs
3762,Ray Hallor
3763,Ray Gallagher
3764,Elissa Landi
3765,Norah Baring
3766,LeRoy Mason
3767,Harry Woods
3768,Betsy Ann Hisle
3769,Carmencita Johnson
3770,Gordon Thorpe
3771,Jackie Combs
3772,Dean Harrell
3773,Anne Sheridan
3774,William Holden
3775,Anton Vaverka
3776,Tiny Jones
3777,Mary Nolan
3778,Warner Baxter
3779,Tiny Ward
3780,Curtis Nero
3781,Carroll Nye
3782,Raquel Torres
3783,Leon Janney
3784,Billy Kent Schaefer
3785,Maria Jacobini
3786,Viola Garden
3787,Julia Serda
3788,Nato Vachnadze
3789,Carola Höhn
3790,Karl Junge-Swinburne
3791,Pyotr Repnin
3792,Georgi Astafyev
3793,Nikolai Nademsky
3794,Aleksandr Podorozhnyy
3795,Semyon Svashenko
3796,I. Selyuk
3797,L. Barné
3798,L. Parshina
3799,P. Sklyar Otawa
3800,A. Simonov
3801,Carmen Viance
3802,Pedro Larrañaga
3803,Amelia Muñoz
3804,Pilar Torres
3805,Ramón Meca
3806,Víctor Pastor
3807,Antonio Mata
3808,Modesto Rivas
3809,Chester Morris
3810,Harry Stubbs
3811,Eleanor Griffith
3812,Irma Harrison
3813,Regis Toomey
3814,Al Hill
3815,Elmer Ballard
3816,Kernan Cripps
3817,Purnell Pratt
3818,Pat O'Malley
3819,Virginia Flohri
3820,Helen Morgan
3821,Joan Peers
3822,Fuller Mellish Jr.
3823,Jack Cameron
3824,Henry Wadsworth
3825,Billie Bernard
3826,Phyliss Bolce
3827,Lotta Burnell
3828,Alice Clayton
3829,Florence Dickerson
3830,Viola Gallo
3831,E. Graniss
3832,Mary Gertrude Haines
3833,David Holt
3834,Madge McLaughlin
3835,Marie Glory
3836,Pierre Juvenet
3837,Jules Berry
3838,Raymond Rouleau
3839,Jean Godard
3840,Georgi Khorkov
3841,Amvrosi Buchma
3842,Dmitri Erdman
3843,Sergey Petrov
3844,M. Mikhajlovsky
3845,Aleksandr Evdakov
3846,Else Heller
3847,Betty Amann
3848,Hans Albers
3849,Trude Lieske
3850,Kurt Vespermann
3851,Madeleine Carroll
3852,Ellaline Terriss
3853,Monty Banks
3854,John Longden
3855,Arthur Hardy
3856,Helen Haye
3857,D.A. Clarke-Smith
3858,Joan Barry
3859,Francis Lister
3860,Gordon James
3861,Dino Galvani
3862,Philip Strange
3863,Jamiel Hasson
3864,Peter Gawthorne
3865,John Rogers
3866,Mercedes De Valasco
3867,E.L. Park
3868,Carole Lombard
3869,Helen Ainsworth
3870,Herbert Clark
3871,Gertrude Sutton
3872,James Donlan
3873,George 'Gabby' Hayes
3874,Vernon Steele
3875,Clarence Wilson
3876,Lumsden Hare
3877,David Percy
3878,Anny Ondra
3879,Sara Allgood
3880,Charles Paton
3881,Cyril Ritchard
3882,Harvey Braban
3883,Ex-Det. Sergt. Bishop
3884,Thomas E. Jackson
3885,Robert Ellis
3886,Paul Porcasi
3887,Marion Lord
3888,Edythe Flynn
3889,Florence Dudley
3890,Alice White
3891,Sally Eilers
3892,Charles Delaney
3893,Maurice Black
3894,Jocelyn Lee
3895,Claud Allister
3896,Lawrence Grant
3897,Joan Bennett
3898,Tetsu Komai
3899,Donald Novis
3900,Louis John Bartels
3901,Daniel Mendaille
3902,Pola Illéry
3903,Marie-Thérèse Vincent
3904,Odette Josylla
3905,Marguerite Moreno
3906,Paul Quevedo
3907,René Bergeron
3908,Léon Courtois
3909,Georges Benoît
3910,Clairette de Savoye
3911,The Marx Brothers
3912,Zeppo Marx
3913,Groucho Marx
3914,Harpo Marx
3915,Chico Marx
3916,Oscar Shaw
3917,Mary Eaton
3918,Cyril Ring
3919,Kay Francis
3920,Margaret Dumont
3921,Basil Ruysdael
3922,Gamby-Hale Ballet Girls
3923,Allan K. Foster Girls
3924,Ann Harding
3925,Dudley Digges
3926,William Janney
3927,Louise Beavers
3928,Minoru Takada
3929,Kinuyo Tanaka
3930,Utako Suzuki
3931,Kenji Ôyama
3932,Shin'ichi Himori
3933,Kenji Kimura
3934,Takeshi Sakamoto
3935,Chôko Iida
3936,Hal Skelly
3937,Nancy Carroll
3938,Ralph Theodore
3939,Charles D. Brown
3940,Al St. John
3941,May Boley
3942,Oscar Levant
3943,Gladys DuBois
3944,James Quinn
3945,Gordona Bennet
3946,Miss La Reno
3947,Corra Beach
3948,David Newell
3949,Joyce Compton
3950,Stuart Erwin
3951,Oscar Smith
3952,Dorothy Jordan
3953,Marion Harris
3954,John Miljan
3955,George Arliss
3956,Florence Arliss
3957,Anthony Bushell
3958,Jack Roper
3959,Delmer Daves
3960,Kay Johnson
3961,Charles Bickford
3962,Joel McCrea
3963,Henry Stockbridge
3964,Barton Hepburn
3965,Robert T. Haines
3966,Douglas Scott
3967,Jane Keckley
3968,Karel Schleichert
3969,Ita Rina
3970,Olaf Fjord
3971,Theodor Pistek
3972,Charlotte Susa
3973,Luigi Serventi
3974,Ladislav H. Struna
3975,Milka Balek-Brodská
3976,Bohumil Kovár
3977,Bedrich Saxl
3978,Vladimír Slavínský
3979,Bronislava Livia
3980,Václav Zichovský
3981,Jirí Hron
3982,Willy Rösner
3983,Mona Rico
3984,Evelyn Selbie
3985,Jimmy De La Cruze
3986,Alec Hurley
3987,Pauline Johnson
3988,Moore Marriott
3989,Ray Milland
3990,Klaus Pohl
3991,Gustl Gstettenbaur
3992,Tilla Durieux
3993,Alexa von Porembsky
3994,Alfred Loretto
3995,Gerhard Dammann
3996,Elisabeth Bergner
3997,Adele Sandrock
3998,Irmgard Bern
3999,Antonie Jaeckel
4000,Gertrude De Lalsky
4001,Grit Hegesa
4002,Ellen Plessow
4003,Mary Doran
4004,Nanci Price
4005,Alice Moe
4006,John F. Morrissey
4007,Rudy Vallee
4008,Dan Healy
4009,Kaye Renard
4010,Edward Crandall
4011,Gloria Shea
4012,Sarah Edwards
4013,Singing and Dancing Chorus of Seventy-Five Glorified Beauties
4014,Lina Basquette
4015,Tom Keene
4016,Eddie Quillan
4017,Mary Jane Irving
4018,Hedwiga Reicher
4019,Emily Barrye
4020,Nancy Welford
4021,Winnie Lightner
4022,Nick Lucas
4023,Neely Edwards
4024,Igor Chernyak
4025,I. Arbenin
4026,Yakov Gudkin
4027,San Bo Yan
4028,Lian Din Do
4029,Chu Chai Wan
4030,Chzan Kai
4031,A. Vardul
4032,Spasayevsky
4033,Zana Zanoni
4034,Boris Brodyansky
4035,Chai Wan San
4036,Dorothy Mackaill
4037,Jean Laverty
4038,Frank Tang
4039,Donald Douglas
4040,Marjorie Kane
4041,Florence Eldridge
4042,Lowell Drew
4043,Morgan Farley
4044,Augusta Burmeister
4045,Ken Murray
4046,Ann Greenway
4047,Anderson Lawler
4048,Sally Blane
4049,Gus Arnheim and His Orchestra
4050,Daniel L. Haynes
4051,Nina Mae McKinney
4052,William Fountaine
4053,Harry Gray
4054,Fanny Belle DeKnight
4055,Everett McGarrity
4056,Victoria Spivey
4057,Milton Dickerson
4058,Robert Couch
4059,Walter Tait
4060,Dixie Jubilee Singers
4061,Fritzi Ridgeway
4062,Joe De La Cruz
4063,Buck Connors
4064,Harry Bannister
4065,Kay Hammond
4066,Betty Carter
4067,Diane Ellis
4068,Claudette Colbert
4069,Edward G. Robinson
4070,Donald Meek
4071,Alan Brooks
4072,Louise Closser Hale
4073,Marcia Kagno
4074,Barry Macollum
4075,Helen Crane
4076,Jack Benny
4077,Cliff Edwards
4078,Stan Laurel
4079,Brox Sisters
4080,Natova and Company
4081,Thelma Todd
4082,Laska Winter
4083,Ivan Christy
4084,Nora Cecil
4085,Harry Tenbrook
4086,Thelma McNeil
4087,Inez Marion
4088,Pierre de Guingand
4089,Richard Tauber
4090,Kenneth Gibson
4091,Dorothy Burgess
4092,Carl Harbord
4093,Dennis Wyndham
4094,Janice Adair
4095,Dorothy Green
4096,Rolfe Sedan
4097,Henry Otto
4098,Rosetta Duncan
4099,Vivian Duncan
4100,Benny Rubin
4101,Lew Ayres
4102,Tryggve Larssen
4103,Harald Schwenzen
4104,Peter Malberg
4105,Cally Monrad
4106,Finn Bernhoft
4107,Lilly Larson-Lund
4108,Ibe Brekke
4109,Aslag Aslagsen Sara
4110,Rasmus Christiansen
4111,Alice O'Fredericks
4112,Mattis Morotaja
4113,Fred MacKaye
4114,Rosita Delmar
4115,Bud Phelps
4116,Francisco Marán
4117,Basil Rathbone
4118,Herbert Bunston
4119,Moon Carroll
4120,Madeline Seymour
4121,Reginald Owen
4122,Herbert Marshall
4123,Irene Browne
4124,O.P. Heggie
4125,Lady Tsen Mei
4126,Tamaki Yoshiwara
4127,Allen Connor
4128,Bess Flowers
4129,Billie Brockwell
4130,Barbara Stanwyck
4131,William 'Stage' Boyd
4132,Maurice Chevalier
4133,Jeanette MacDonald
4134,Lillian Roth
4135,Albert Roccardi
4136,Albert De Winton
4137,William von Hardenburg
4138,Margaret Fealy
4139,Rita La Roy
4140,Paul Fix
4141,Ruth Chatterton
4142,John P. Edington
4143,Sidney Toler
4144,Chappell Dossett
4145,Clare Greet
4146,George Baxter
4147,Scott Kolk
4148,Fred Solm
4149,Robert Ames
4150,Oscar Apfel
4151,Erwin Splettstößer
4152,Brigitte Borchert
4153,Wolfgang von Waltershausen
4154,Christl Ehlers
4155,Annie Schreyer
4156,Heinrich Gretler
4157,Moriz Seeler
4158,Ernö Verebes
4159,Harry J. Vejar
4160,Louis King
4161,Julia Bejarano
4162,Michèle Verly
4163,Tamara Stezenko
4164,François Rozet
4165,Germaine Kerjean
4166,Henri Debain
4167,Robert Mérin
4168,Armand Pouget
4169,Alexandra Schmitt
4170,Holmes Zimmermann
4171,Ilse Trautschold
4172,Gerhard Bienert
4173,Vera Sacharowa
4174,Friedrich Gnaß
4175,Fee Wachsmuth
4176,Heinrich Zille
4177,Charles A. Stevenson
4178,Dolores Brinkman
4179,J.C. Nugent
4180,Frankie Genardi
4181,John Wray
4182,Gaby Morlay
4183,Léon Arvel
4184,Henry Roussel
4185,Guy Ferrant
4186,Henri Valbel
4187,Gustave Hamilton
4188,Christian Gérard
4189,Raymond Narlay
4190,Bill Bocket
4191,Duchange
4192,Yvonne Dumas
4193,David Gutman
4194,Yelena Kuzmina
4195,Sofiya Magarill
4196,Arnold Arnold
4197,Yevgeni Chervyakov
4198,Oleg Zhakov
4199,A. Glushkova
4200,S. Gusev
4201,Ursula Krug
4202,Varvara Myasnikova
4203,Fyodor Nikitin
4204,Valeri Solovtsov
4205,Vyacheslav Viskovsky
4206,Joe E. Brown
4207,Madeline Fairbanks
4208,Marion Fairbanks
4209,Ethel Waters
4210,Dorothy Janis
4211,Gilda Gray
4212,King Hou Chang
4213,Gordon Begg
4214,Debroy Somers and His Band
4215,Sarada Gupta
4216,Tincory Chakrabarty
4217,Lala Bijoykishen
4218,Boris Ferdinandov
4219,A. Filippov
4220,Dmitriy Kara-Dmitriev
4221,Ivan Lavrov
4222,A. Repin
4223,Gavriil Terekhov
4224,E. Yakovskiy
4225,Walter Byron
4226,Kit Guard
4227,Bobby Dunn
4228,Jeanette Loff
4229,Winifred Harris
4230,Julie Carter
4231,Augustina López
4232,Jack Padjan
4233,Bert Wheeler
4234,Robert Woolsey
4235,Dorothy Lee
4236,Georges Renavent
4237,Helen Kaiser
4238,Tom Smith
4239,Alfred Sabato
4240,Nita Martan
4241,Youcca Troubetzkov
4242,Käthe von Nagy
4243,Maurizio D'Ancora
4244,Daniele Crespi
4245,Giacomo Moschini
4246,Mario Camerini
4247,Carola Lotti
4248,Marilyn Miller
4249,Alexander Gray
4250,Pert Kelton
4251,Ethel Stone
4252,Nora Lane
4253,Helen Chandler
4254,Stepin Fetchit
4255,Frank Albertson
4256,Clifford Dempsey
4257,Ward Bond
4258,Edna May Oliver
4259,Hyman Meyer
4260,Miriam Seegar
4261,Joseph Allen Sr.
4262,Nella Walker
4263,Carleton Macy
4264,Jack Hanlon
4265,Jane La Verne
4266,Elise Bartlett
4267,Jules Bledsoe
4268,Tess Gardella
4269,Bettye Junod
4270,Carl Laemmle
4271,Frank Fay
4272,Harry Akst
4273,Armida
4274,Irène Bordoni
4275,Chief Yellow Robe
4276,Chief Buffalo Child Long Lance
4277,Chief Akawanush
4278,Mary Alice Nelson Archambaud
4279,Cheeka
4280,Mali Spotted Elk
4281,Lane Chandler
4282,Elliott Nugent
4283,Robert Montgomery
4284,Sally Starr
4285,Phyllis Crane
4286,Dorothy Dehn
4287,Karl Valentin
4288,Liesl Karlstadt
4289,Truus Van Aalten
4290,Heinz Könecke
4291,Otto Welte
4292,Karl Raab
4293,Ulrich Verden
4294,Georg Rückert
4295,Maria Byk
4296,William Bechtel
4297,Harry Cording
4298,Marfa Lapkina
4299,M. Ivanin
4300,Konstantin Vasilyev
4301,Vasili Buzenkov
4302,Nejnikov
4303,Chukamaryev
4304,Ivan Yudin
4305,E. Suhareva
4306,G. Matvei
4307,Efimkin
4308,Vyacheslav Gomolyaka
4309,Hurtin
4310,M. Palej
4311,Jack Oakie
4312,Guy Buccola
4313,Joseph Cawthorn
4314,Doris Eaton
4315,Gus Arnheim and His Cocoanut Grove Ambassadors
4316,Doris Hill
4317,Fredric March
4318,Marjorie White
4319,Mary Forbes
4320,Sharon Lynn
4321,Frank Richardson
4322,Joe Brown
4323,Josef Rovenský
4324,Vera Pawlowa
4325,Franziska Kinz
4326,Edith Meinhard
4327,Sybille Schmitz
4328,Hedy Krilla
4329,Hans Casparius
4330,Edwin Maxwell
4331,Geoffrey Wardwell
4332,June Clyde
4333,Allen Kearns
4334,Johnny Johnson
4335,Johnny Johnson's Orchestra
4336,Helene Millard
4337,Cecil Cunningham
4338,June Nash
4339,Owen Davis Jr.
4340,Marguerite Churchill
4341,Fifi D'Orsay
4342,Rex Bell
4343,Margaret Wycherly
4344,Bela Lugosi
4345,Charles Quatermaine
4346,Gretchen Holland
4347,S.S. Stewart
4348,William L. Thorne
4349,James Bradbury Sr.
4350,Shizue Natsukawa
4351,Takako Irie
4352,Isamu Kosugi
4353,Kôji Shima
4354,Eiji Takagi
4355,Hisako Takihana
4356,Taeko Sakuma
4357,Shunji Kanda
4358,Reiji Ichiki
4359,Shôzô Nanbu
4360,Gunnosuke Kanahira
4361,Takaya Ito
4362,Bontarô Miake
4363,Suesaburo Sasai
4364,Wally Albright
4365,Olive Tell
4366,Adrienne D'Ambricourt
4367,Wilfrid North
4368,Landers Stevens
4369,Charles R. Moore
4370,Myra Hampton
4371,Natalie Moorhead
4372,Sydney Jarvis
4373,Claude Fleming
4374,Don Terry
4375,Milton J. Fahrney
4376,Grace Cunard
4377,Danny O'Shea
4378,The Connecticut Yankees
4379,Paul Muni
4380,Thomy Bourdelle
4381,Berthe Jalabert
4382,Pierre Nay
4383,Jean Dehelly
4384,André Nox
4385,Paul Amiot
4386,Henri Delannoy
4387,Walter Huston
4388,Victor Potel
4389,Ichirô Yûki
4390,Tatsuo Saitô
4391,Junko Matsui
4392,Chishû Ryû
4393,Eiko Takamatsu
4394,Fusao Yamada
4395,Shôichi Kofujita
4396,Ichirô Okuni
4397,Nobuko Wakaba
4398,Hisao Yoshitani
4399,Ernst Udet
4400,Otto Spring
4401,Mizzi Götzel
4402,Charles McNamee
4403,Charles Middleton
4404,Grady Sutton
4405,Eddie Clayton
4406,Collette Merton
4407,Dixie Gay
4408,Shirley O'Hara
4409,Adrienne Dore
4410,Phillips Holmes
4411,Lya Jan
4412,Harry Hardt
4413,Ekkehard Arendt
4414,Franz Schafheitlin
4415,Rex Lease
4416,Helen Freeman
4417,Edgar Dearing
4418,Una Merkel
4419,Jason Robards Sr.
4420,Walter Rogers
4421,Russell Gleason
4422,Beryl Mercer
4423,Louis Sorin
4424,Hal Thompson
4425,Margaret Irving
4426,Kathryn Reece
4427,Robert Greig
4428,Edward Metcalfe
4429,The Music Masters
4430,James T. Mack
4431,Lee Phelps
4432,Theo Shall
4433,Salka Viertel
4434,Ginette Maddie
4435,Andrée Brabant
4436,Nadia Sibirskaïa
4437,Simone Bourday
4438,Cognet
4439,Colette Dubois
4440,Récopé
4441,Yvonne Taponié
4442,Marthe Barbara-Val
4443,Marcelle Adam
4444,Geneva Mitchell
4445,Chance Ward
4446,Grayce Hampton
4447,Maude Eburne
4448,Hugh Huntley
4449,Charles Dow Clark
4450,Fanny Brice
4451,Harry Green
4452,Rita Flynn
4453,Frank McCormick
4454,Lester Vail
4455,Joe De Stefani
4456,Hale Hamilton
4457,Leni Stengel
4458,Paul Lukas
4459,May Beatty
4460,Eddie Foyer
4461,George Barbier
4462,Marion Ballou
4463,Andrée Corday
4464,Frank Lyon
4465,Nat Pendleton
4466,Elaine Koch
4467,John Wayne
4468,Roscoe Ates
4469,Jack Carlyle
4470,Chris-Pin Martin
4471,Marguerita Padula
4472,Zelda Sears
4473,Reinhold Bernt
4474,Die Weintraub Syncopators
4475,Hans Roth
4476,Rolf Müller
4477,Roland Varno
4478,Carl Balhaus
4479,Robert Klein-Lörk
4480,Eslanda Robeson
4481,Hilda Doolittle
4482,Gavin Arthur
4483,Charlotte Arthur
4484,Blanche Lewin
4485,Catherine Dale Owen
4486,William Harrigan
4487,Warren Hymer
4488,Lee Tracy
4489,Ilka Chase
4490,Ferike Boros
4491,Daphne Pollard
4492,Inez Courtney
4493,Frank McHugh
4494,Edmund Breese
4495,Nance O'Neil
4496,Russell Hopton
4497,Charles Judels
4498,Robert Emmett Keane
4499,Charles Ruggles
4500,Halliwell Hobbes
4501,Hugh Williams
4502,Flora le Breton
4503,Rod McLennan
4504,Flora Sheffield
4505,Freeman F. Gosden
4506,Charles J. Correll
4507,Sue Carol
4508,Duke Ellington Orchestra
4509,Wynne Gibson
4510,Judith Wood
4511,Anne Shirley
4512,Hugh Trevor
4513,Jobyna Howland
4514,Raymond Maurel
4515,Hugh Herbert
4516,Frank Sheridan
4517,William P. Burt
4518,Harry Baur
4519,Paule Andral
4520,Gaston Jacquet
4521,Jean Coquelin
4522,Jacques Grétillat
4523,Charles Dorat
4524,Nicole Yoghi
4525,Jeanne Bernard
4526,James Finlayson
4527,Frederick Kerr
4528,Florence Britton
4529,Paul Cavanagh
4530,Morton Downey
4531,Jessie Pringle
4532,Everett Marshall
4533,James Cagney
4534,Noel Madison
4535,Edwin Argus
4536,Eddie Kane
4537,Dwight Frye
4538,Edward Brophy
4539,Pitzy Katz
4540,Ann Dvorak
4541,Ann Sothern
4542,Lilian Harvey
4543,Oskar Karlweis
4544,Heinz Rühmann
4545,Fritz Kampers
4546,Gertrud Wolle
4547,Felix Bressart
4548,Leo Monosson
4549,Lewis Ruth Band
4550,Comedian Harmonists
4551,Robert Biberti
4552,Erwin Bootz
4553,Erich A. Collin
4554,Tommy Handley
4555,Teddy Brown
4556,Helen Burnell
4557,The Charlot Girls
4558,Bobbie Comber
4559,Cicely Courtneidge
4560,Will Fyffe
4561,Lawrence Green
4562,Jack Hulbert
4563,Ivor McLaren
4564,Dorothy Christy
4565,Mae Clarke
4566,Miriam Hopkins
4567,Charles Starrett
4568,Barry O'Moore
4569,David Hutcheson
4570,Bette Davis
4571,William B. Davidson
4572,Murray Kinnell
4573,Robert McWade
4574,Henry Hall
4575,Willie Best
4576,Wilfred Noy
4577,Walter Catlett
4578,Jane Keithley
4579,George Chandler
4580,Zelma O'Neal
4581,Jack Haley
4582,Kathryn Givney
4583,Don Tomkins
4584,George Olsen
4585,Harry Walker
4586,Bertram Marburgh
4587,William Collier Sr.
4588,David Burton
4589,Clara Blandick
4590,Ona Munson
4591,Walter Pidgeon
4592,Laura Lee
4593,Walter Woolf King
4594,Vivienne Segal
4595,Alice Gentle
4596,Dick Henderson
4597,Mary Lawlor
4598,Stanley Smith
4599,Gus Shy
4600,Lola Lane
4601,Billy Taft
4602,Penny Singleton
4603,Helyn Virgil
4604,Vera Marshe
4605,Abe Lyman
4606,Abe Lyman Orchestra
4607,Ivan F. Simpson
4608,Reginald Sheffield
4609,Betty Boyd
4610,David Tearle
4611,George MacFarlane
4612,Roberta Robinson
4613,Jack Rutherford
4614,Original John Tiller Girls
4615,Charles E. Evans
4616,Richard Keene
4617,Martha Lee Sparks
4618,James J. Corbett
4619,Tom Patricola
4620,George Jessel
4621,John Holland
4622,Paul E. Burns
4623,George Bookasta
4624,Ulysses Williams
4625,Jean Harlow
4626,Frank Clarke
4627,Roy Wilson
4628,Lena Malena
4629,Marian Marsh
4630,Carl von Haartman
4631,Helen Twelvetrees
4632,Marjorie Rambeau
4633,James Gleason
4634,Harry Sweet
4635,Stanley Fields
4636,Hiroko Kawasaki
4637,Satoko Date
4638,Nobuko Matsuzono
4639,Teruo Môuri
4640,Kanji Kawahara
4641,Elizabeth Forrester
4642,Mabel Forrest
4643,Monroe Owsley
4644,Reginald Sharland
4645,Mischa Auer
4646,Evan Thomas
4647,Wilhelm von Brincken
4648,Colin Clive
4649,David Manners
4650,Robert Adair
4651,Tom Whiteley
4652,Jack Pitcairn
4653,Werner Klingler
4654,Gil Perkins
4655,Leslie Sketchley
4656,Maureen O'Sullivan
4657,John Garrick
4658,Paul Whiteman
4659,The Rhythm Boys
4660,Kathryn Crawford
4661,Carla Laemmle
4662,George Chiles
4663,Jack White
4664,Frank Leslie
4665,Walter Brennan
4666,Mackenzie Ward
4667,Gum Chin
4668,James Rennie
4669,Ollie Burgoyne
4670,Leonard Carey
4671,Tyrell Davis
4672,William H. O'Brien
4673,Sybil Grove
4674,Irene Delroy
4675,Jack Whiting
4676,Charles Butterworth
4677,Rose Hobart
4678,Walter Abel
4679,Mildred Van Dorn
4680,Glenda Farrell
4681,Ralph Ince
4682,Nicholas Bela
4683,Raymond Keane
4684,Charles Kaley
4685,Ethelind Terry
4686,Marion Shilling
4687,Drew Demorest
4688,Hazel Craven
4689,Pauline Paquette
4690,Lita Chevret
4691,Bert Moorhouse
4692,Robert Chisholm
4693,Joseph Macaulay
4694,Harry Burns
4695,Allan Lane
4696,Catherine Moylan
4697,Renée Macready
4698,Virginia Sale
4699,Selmer Jackson
4700,Elsa Peterson
4701,Jack King
4702,Eddie Prinz
4703,Ynez Seabury
4704,Martha Sleeper
4705,Doris McMahon
4706,Jack Curtis
4707,Emma Dunn
4708,Hilda Vaughn
4709,Steve Pendleton
4710,Irving Mitchell
4711,John Mylong
4712,Hermine Sterler
4713,Else Schünzel
4714,Rudolf Meinhard-Jünger
4715,Fritz Grossman
4716,Lucie Euler
4717,Sumner Getchell
4718,George Bickel
4719,Russell Saunders
4720,Tim Moynihan
4721,Bill Banker
4722,Howard Harpster
4723,Ray Montgomery
4724,Otto Pommerening
4725,Red Sleight
4726,Kenneth Haycraft
4727,Kenneth MacKenna
4728,Paul Page
4729,George LeGuere
4730,Don Dillaway
4731,Gretta Gould
4732,John Ince
4733,Jack Buchanan
4734,Helen Garden
4735,Erik Bey
4736,Phyllis Konstam
4737,Edward Chapman
4738,Esme Percy
4739,Esme V. Chaplin
4740,Amy Brandon Thomas
4741,Joynson Powell
4742,S.J. Warmington
4743,Marie Wright
4744,Una O'Connor
4745,R.E. Jeffrey
4746,Lawrence Tibbett
4747,Grace Moore
4748,Donald Ogden Stewart
4749,Joan Blondell
4750,Walter Merrill
4751,James Crane
4752,Byron Sage
4753,Barbara Leonard
4754,Norma Drew
4755,Delmar Watson
4756,Leslie Howard
4757,Lyonel Watts
4758,Alison Skipworth
4759,Douglass Montgomery
4760,Isabel Withers
4761,Dennis King
4762,Judith Barrie
4763,Harry Northrup
4764,Almeda Fowler
4765,Hal Price
4766,Charles Giblyn
4767,Earl Burtnett
4768,Dickie Moore
4769,Julien Bertheau
4770,Raymond Cordy
4771,Lucien Hector
4772,Pierre Piérade
4773,Shep Camp
4774,Nellie V. Nichols
4775,Mariya Strelkova
4776,Georgui Agnivtsev
4777,Igor Arkadin
4778,Aleksandr Geirot
4779,Nikolai Gladkov
4780,Anatoliy Goryunov
4781,Stanislav Novak
4782,Scherbakov
4783,Feofan Shipulinsky
4784,Tretiakov
4785,Georges Charlia
4786,Augusto Bandini
4787,André Nicolle
4788,Yves Glad
4789,Henri Crémieux
4790,Harry Richman
4791,Evelyn Laye
4792,Hugh Cameron
4793,Bramwell Fletcher
4794,Frances Dade
4795,Joe Cook
4796,Tom Howard
4797,Dave Chasen
4798,Clarence Muse
4799,Kaoru Futaba
4800,Tomio Aoki
4801,Hiroshi Mikura
4802,Kenji Satome
4803,Tokio Seki
4804,Ichirô Tsukida
4805,Hiroo Wakabayashi
4806,Goro Yokoyama
4807,Debuo Yôko
4808,Walter Walker
4809,June MacCloy
4810,Bing Crosby
4811,George Spelvin
4812,Wilbur Mack
4813,Gregory Gaye
4814,C. Henry Gordon
4815,Shayle Gardner
4816,Evalyn Knapp
4817,Georgette Rhodes
4818,Judith Vosselli
4819,Elsa Alsen
4820,Florence Lake
4821,Claude Dauphin
4822,Romain Bouquet
4823,Sylvain Itkine
4824,Robert Seller
4825,Eddy Debray
4826,Nicolas Amato
4827,Pons
4828,Sylvia Bataille
4829,Suzy Dornac
4830,Jaime Plama
4831,Marcel Raine
4832,Gavin Gordon
4833,Ina Claire
4834,Henrietta Crosman
4835,Frank Conroy
4836,Royal C. Stout
4837,Elsie Esmond
4838,Murray Alper
4839,Wesley Stark
4840,Enrique Rivero
